OrderID,CustomerID,Product,Category,Price,Quantity,Date
43,4,Business Strategy Guide,Books,24.99,3,2026-06-14
44,4,Denim Jacket,Apparel,55.0,1,2025-07-20
45,5,Sport Socks (5 pack),Apparel,14.99,1,2026-04-11
46,5,Sunglasses,Apparel,24.99,1,2026-07-07
47,5,"27"" Monitor",Electronics,249.99,1,2026-04-20
48,5,Data Science Handbook,Books,44.99,3,2026-04-17
49,5,"27"" Monitor",Electronics,249.99,1,2026-06-08
50,5,Business Strategy Guide,Books,24.99,2,2026-03-26
51,5,Ergonomic Chair,Home,189.99,2,2026-02-08
52,5,"27"" Monitor",Electronics,249.99,2,2026-05-14
53,5,Wireless Mouse,Electronics,29.99,2,2026-06-19
54,5,USB-C Hub,Electronics,39.99,1,2025-11-10
55,5,USB-C Hub,Electronics,39.99,2,2025-12-05
56,5,Sci-Fi Novel: The Stars,Books,14.99,1,2026-01-16
57,5,Scented Candle,Home,12.5,3,2026-05-13
58,5,Water Bottle,Home,18.0,1,2026-04-02
59,5,Sci-Fi Novel: The Stars,Books,14.99,2,2026-07-13
60,5,Ergonomic Chair,Home,189.99,1,2026-03-21
61,5,Smart Thermostat,Home,129.99,1,2026-05-18
62,5,Wireless Mouse,Electronics,29.99,2,2026-05-01
63,6,Noise Cancelling Headphones,Electronics,199.99,3,2026-04-24
64,6,Denim Jacket,Apparel,55.0,3,2026-04-09
65,7,Mechanical Keyboard,Electronics,89.99,1,2024-06-26
66,7,"27"" Monitor",Electronics,249.99,1,2026-04-25
67,7,Water Bottle,Home,18.0,1,2026-01-03
68,7,Leather Backpack,Apparel,79.99,3,2026-03-10
69,7,History of the World,Books,18.99,2,2025-09-22
70,7,Coffee Maker,Home,49.99,2,2025-08-28
71,7,Water Bottle,Home,18.0,2,2025-05-11
72,8,Denim Jacket,Apparel,55.0,1,2026-01-09
73,8,Smart Watch,Electronics,149.99,1,2026-03-24
74,8,Sport Socks (5 pack),Apparel,14.99,2,2026-01-18
75,9,History of the World,Books,18.99,1,2025-08-25
76,9,Smart Watch,Electronics,149.99,1,2025-02-12
77,9,Sunglasses,Apparel,24.99,3,2025-09-04
78,9,Mystery Novel: Dark Woods,Books,12.99,3,2025-01-04
79,10,Desk Lamp,Home,29.99,1,2025-06-23
80,10,Noise Cancelling Headphones,Electronics,199.99,1,2024-09-16
81,10,Scented Candle,Home,12.5,1,2024-07-21
82,10,Denim Jacket,Apparel,55.0,2,2025-11-21
83,10,Python Programming Guide,Books,34.99,2,2024-02-26
84,10,Leather Backpack,Apparel,79.99,1,2025-09-08
85,10,Coffee Maker,Home,49.99,1,2024-11-23
86,10,Running Shoes,Apparel,65.0,2,2023-11-29
87,11,Wireless Mouse,Electronics,29.99,1,2026-03-14
88,11,Leather Backpack,Apparel,79.99,2,2025-08-29
89,11,Denim Jacket,Apparel,55.0,2,2025-10-17
90,12,Data Science Handbook,Books,44.99,2,2026-04-25
91,12,Mechanical Keyboard,Electronics,89.99,2,2026-04-24
92,12,Noise Cancelling Headphones,Electronics,199.99,2,2026-06-21
93,12,Business Strategy Guide,Books,24.99,1,2026-04-11
94,12,Sport Socks (5 pack),Apparel,14.99,2,2026-07-15
95,13,Smart Thermostat,Home,129.99,3,2026-06-08
96,13,Wireless Mouse,Electronics,29.99,3,2026-04-01
97,13,Smart Watch,Electronics,149.99,2,2024-10-22
98,13,Graphic T-Shirt,Apparel,19.99,3,2025-12-23
99,14,"27"" Monitor",Electronics,249.99,1,2026-04-25
100,14,Coffee Maker,Home,49.99,2,2026-06-25
101,14,Graphic T-Shirt,Apparel,19.99,2,2026-04-04
102,14,Mystery Novel: Dark Woods,Books,12.99,3,2026-06-25
103,14,Smart Thermostat,Home,129.99,3,2026-05-25
104,14,Python Programming Guide,Books,34.99,2,2026-04-12
105,14,Mystery Novel: Dark Woods,Books,12.99,3,2026-05-03
106,14,History of the World,Books,18.99,2,2026-04-01
107,14,Sci-Fi Novel: The Stars,Books,14.99,2,2026-04-03
108,14,Sport Socks (5 pack),Apparel,14.99,3,2026-05-12
109,14,USB-C Hub,Electronics,39.99,2,2026-05-03
110,14,Sport Socks (5 pack),Apparel,14.99,1,2026-04-05
111,14,Python Programming Guide,Books,34.99,3,2026-06-23
112,14,Running Shoes,Apparel,65.0,2,2026-04-05
113,14,Mystery Novel: Dark Woods,Books,12.99,2,2026-05-12
114,14,Mechanical Keyboard,Electronics,89.99,2,2026-05-12
115,14,Leather Backpack,Apparel,79.99,1,2026-05-02
116,14,Graphic T-Shirt,Apparel,19.99,2,2026-04-29
117,15,Leather Backpack,Apparel,79.99,3,2026-06-07
118,15,Running Shoes,Apparel,65.0,2,2026-06-09
119,15,Data Science Handbook,Books,44.99,3,2026-06-15
120,15,Water Bottle,Home,18.0,2,2026-07-06
121,15,Noise Cancelling Headphones,Electronics,199.99,1,2026-07-12
122,15,Wireless Mouse,Electronics,29.99,3,2026-07-07
123,15,Denim Jacket,Apparel,55.0,2,2026-06-27
124,15,Data Science Handbook,Books,44.99,3,2026-07-07
125,15,Scented Candle,Home,12.5,3,2026-04-26
126,15,Smart Thermostat,Home,129.99,2,2026-04-15
127,15,Desk Lamp,Home,29.99,1,2026-06-11
128,15,Desk Lamp,Home,29.99,1,2026-07-15
129,15,Smart Watch,Electronics,149.99,1,2026-04-16
130,15,"27"" Monitor",Electronics,249.99,2,2026-06-24
131,15,Running Shoes,Apparel,65.0,2,2026-06-11
132,15,Wireless Mouse,Electronics,29.99,1,2026-07-03
133,15,Ergonomic Chair,Home,189.99,2,2026-07-14
134,15,Sport Socks (5 pack),Apparel,14.99,3,2026-06-13
135,16,Sci-Fi Novel: The Stars,Books,14.99,3,2025-03-12
136,17,Running Shoes,Apparel,65.0,2,2025-06-09
137,17,Leather Backpack,Apparel,79.99,3,2026-06-28
138,18,Mystery Novel: Dark Woods,Books,12.99,2,2024-04-25
139,18,Python Programming Guide,Books,34.99,3,2024-07-22
140,18,History of the World,Books,18.99,2,2026-05-13
141,18,Water Bottle,Home,18.0,1,2025-08-01
142,18,Business Strategy Guide,Books,24.99,1,2024-04-18
143,19,Mystery Novel: Dark Woods,Books,12.99,3,2025-07-20
144,19,"27"" Monitor",Electronics,249.99,3,2025-10-21
145,19,Smart Thermostat,Home,129.99,1,2025-11-18
146,19,"27"" Monitor",Electronics,249.99,3,2025-11-16
147,19,Smart Thermostat,Home,129.99,2,2026-02-14
148,20,Sport Socks (5 pack),Apparel,14.99,1,2024-01-07
149,20,Ergonomic Chair,Home,189.99,2,2025-10-28
150,20,Running Shoes,Apparel,65.0,2,2023-12-21
151,21,Denim Jacket,Apparel,55.0,3,2026-06-19
152,21,Scented Candle,Home,12.5,3,2026-07-12
153,22,Denim Jacket,Apparel,55.0,2,2026-03-13
154,22,Sunglasses,Apparel,24.99,3,2026-02-14
155,22,Data Science Handbook,Books,44.99,2,2026-05-08
156,22,Denim Jacket,Apparel,55.0,2,2026-04-08
157,22,Desk Lamp,Home,29.99,2,2026-06-10
158,22,Smart Watch,Electronics,149.99,3,2026-06-09
159,22,Data Science Handbook,Books,44.99,3,2026-01-20
160,22,USB-C Hub,Electronics,39.99,1,2026-02-11
161,22,Mystery Novel: Dark Woods,Books,12.99,3,2026-05-08
162,22,History of the World,Books,18.99,1,2026-07-07
163,22,USB-C Hub,Electronics,39.99,3,2026-05-06
164,22,Denim Jacket,Apparel,55.0,3,2026-01-28
165,22,Business Strategy Guide,Books,24.99,2,2026-04-25
166,22,"27"" Monitor",Electronics,249.99,1,2026-06-27
167,22,Graphic T-Shirt,Apparel,19.99,2,2026-06-20
168,22,USB-C Hub,Electronics,39.99,1,2026-07-14
169,22,Sport Socks (5 pack),Apparel,14.99,3,2026-04-11
170,23,Mystery Novel: Dark Woods,Books,12.99,1,2026-07-17
171,23,Smart Thermostat,Home,129.99,1,2026-07-14
172,23,Denim Jacket,Apparel,55.0,2,2026-07-09
173,23,Scented Candle,Home,12.5,2,2026-06-13
174,23,Smart Thermostat,Home,129.99,2,2026-06-27
175,23,Denim Jacket,Apparel,55.0,3,2026-06-12
176,24,Business Strategy Guide,Books,24.99,1,2026-07-12
177,24,Leather Backpack,Apparel,79.99,3,2024-03-07
178,24,Denim Jacket,Apparel,55.0,1,2025-12-21
179,24,Water Bottle,Home,18.0,2,2026-04-27
180,24,Business Strategy Guide,Books,24.99,1,2024-04-14
181,24,Business Strategy Guide,Books,24.99,1,2024-03-10
182,24,History of the World,Books,18.99,1,2024-04-19
183,24,Leather Backpack,Apparel,79.99,1,2025-11-28
184,24,USB-C Hub,Electronics,39.99,3,2025-11-01
185,24,Noise Cancelling Headphones,Electronics,199.99,1,2025-06-07
186,24,Graphic T-Shirt,Apparel,19.99,3,2026-04-27
187,25,Water Bottle,Home,18.0,1,2024-09-29
188,25,Coffee Maker,Home,49.99,1,2025-09-28
189,25,Sport Socks (5 pack),Apparel,14.99,2,2025-10-30
190,25,Python Programming Guide,Books,34.99,2,2024-10-13
191,26,Wireless Mouse,Electronics,29.99,2,2024-09-19
192,26,Business Strategy Guide,Books,24.99,1,2024-09-13
193,27,Scented Candle,Home,12.5,1,2026-06-15
194,27,Graphic T-Shirt,Apparel,19.99,2,2026-04-02
195,27,Python Programming Guide,Books,34.99,3,2025-08-07
196,27,Water Bottle,Home,18.0,2,2025-04-13
197,27,"27"" Monitor",Electronics,249.99,1,2025-07-03
198,27,Ergonomic Chair,Home,189.99,1,2025-06-07
199,27,Data Science Handbook,Books,44.99,2,2025-04-20
200,27,USB-C Hub,Electronics,39.99,3,2025-08-14
201,27,Running Shoes,Apparel,65.0,1,2025-04-23
202,27,Desk Lamp,Home,29.99,3,2025-04-20
203,27,"27"" Monitor",Electronics,249.99,1,2026-03-28
204,28,Smart Thermostat,Home,129.99,1,2025-09-30
205,28,Sunglasses,Apparel,24.99,1,2026-02-07
206,29,Desk Lamp,Home,29.99,2,2025-08-18
207,29,Scented Candle,Home,12.5,2,2025-08-14
208,29,History of the World,Books,18.99,1,2026-06-10
209,29,Business Strategy Guide,Books,24.99,1,2025-08-02
210,29,Sci-Fi Novel: The Stars,Books,14.99,3,2025-11-23
211,29,Business Strategy Guide,Books,24.99,2,2026-04-19
212,29,Data Science Handbook,Books,44.99,1,2026-01-05
213,29,Sci-Fi Novel: The Stars,Books,14.99,3,2025-11-26
214,29,Ergonomic Chair,Home,189.99,2,2025-08-03
215,29,Denim Jacket,Apparel,55.0,3,2026-05-15
216,29,Smart Thermostat,Home,129.99,3,2026-02-23
217,29,Ergonomic Chair,Home,189.99,2,2025-09-13
218,29,Water Bottle,Home,18.0,3,2026-01-06
219,29,Sci-Fi Novel: The Stars,Books,14.99,3,2025-11-01
220,29,Desk Lamp,Home,29.99,2,2025-07-31
221,29,Data Science Handbook,Books,44.99,3,2026-06-23
222,30,Business Strategy Guide,Books,24.99,1,2025-07-07
223,30,Scented Candle,Home,12.5,2,2026-02-28
224,30,Denim Jacket,Apparel,55.0,1,2025-10-06
225,30,Data Science Handbook,Books,44.99,1,2025-10-30
226,31,"27"" Monitor",Electronics,249.99,3,2024-12-09
227,31,Data Science Handbook,Books,44.99,2,2025-06-25
228,31,Water Bottle,Home,18.0,1,2026-06-01
229,31,Graphic T-Shirt,Apparel,19.99,1,2025-09-21
230,32,Noise Cancelling Headphones,Electronics,199.99,3,2025-12-23
231,32,"27"" Monitor",Electronics,249.99,3,2025-12-29
232,32,USB-C Hub,Electronics,39.99,1,2026-05-28
233,32,Sunglasses,Apparel,24.99,2,2026-01-28
234,32,Ergonomic Chair,Home,189.99,1,2026-03-04
235,32,Coffee Maker,Home,49.99,1,2026-07-01
236,32,Data Science Handbook,Books,44.99,3,2026-02-26
237,32,Mystery Novel: Dark Woods,Books,12.99,1,2026-04-23
238,33,USB-C Hub,Electronics,39.99,3,2025-09-03
239,33,USB-C Hub,Electronics,39.99,1,2026-06-16
240,33,Business Strategy Guide,Books,24.99,3,2025-08-03
241,33,Sport Socks (5 pack),Apparel,14.99,3,2025-11-22
242,33,Mechanical Keyboard,Electronics,89.99,1,2026-03-22
243,33,Water Bottle,Home,18.0,2,2025-06-30
244,33,Leather Backpack,Apparel,79.99,2,2026-06-28
245,33,Python Programming Guide,Books,34.99,1,2026-04-21
246,33,Leather Backpack,Apparel,79.99,2,2025-12-18
247,33,Business Strategy Guide,Books,24.99,1,2026-07-06
248,33,History of the World,Books,18.99,2,2026-04-25
249,34,Running Shoes,Apparel,65.0,1,2025-12-29
250,34,Sunglasses,Apparel,24.99,2,2026-05-09
251,34,Mystery Novel: Dark Woods,Books,12.99,2,2026-01-11
252,34,Sci-Fi Novel: The Stars,Books,14.99,3,2025-10-19
253,34,Sport Socks (5 pack),Apparel,14.99,3,2026-01-02
254,35,Noise Cancelling Headphones,Electronics,199.99,2,2025-10-26
255,35,Denim Jacket,Apparel,55.0,2,2025-10-09
256,35,Mystery Novel: Dark Woods,Books,12.99,1,2024-12-24
257,35,Python Programming Guide,Books,34.99,1,2025-07-07
258,35,Sci-Fi Novel: The Stars,Books,14.99,2,2026-06-20
259,36,Water Bottle,Home,18.0,2,2026-06-28
260,36,Python Programming Guide,Books,34.99,3,2025-11-13
261,36,"27"" Monitor",Electronics,249.99,3,2026-05-30
262,36,Sport Socks (5 pack),Apparel,14.99,1,2025-06-26
263,36,History of the World,Books,18.99,3,2026-05-15
264,36,"27"" Monitor",Electronics,249.99,3,2026-04-14
265,37,Leather Backpack,Apparel,79.99,1,2024-03-28
266,37,Denim Jacket,Apparel,55.0,3,2024-04-21
267,37,Leather Backpack,Apparel,79.99,1,2024-06-30
268,38,Ergonomic Chair,Home,189.99,2,2026-06-07
269,38,Sport Socks (5 pack),Apparel,14.99,2,2026-06-10
270,39,Water Bottle,Home,18.0,2,2024-07-24
271,39,Desk Lamp,Home,29.99,3,2024-07-20
272,40,Mystery Novel: Dark Woods,Books,12.99,3,2026-04-03
273,40,Desk Lamp,Home,29.99,2,2026-06-20
274,40,History of the World,Books,18.99,1,2026-03-29
275,40,Desk Lamp,Home,29.99,1,2026-03-18
276,40,Mystery Novel: Dark Woods,Books,12.99,3,2026-05-11
277,40,Smart Watch,Electronics,149.99,2,2025-12-30
278,41,Noise Cancelling Headphones,Electronics,199.99,3,2025-12-23
279,41,Sport Socks (5 pack),Apparel,14.99,3,2026-05-25
280,41,Sport Socks (5 pack),Apparel,14.99,2,2025-11-12
281,41,Noise Cancelling Headphones,Electronics,199.99,1,2026-01-05
282,41,Data Science Handbook,Books,44.99,1,2026-06-07
283,41,Leather Backpack,Apparel,79.99,3,2026-01-25
284,42,Ergonomic Chair,Home,189.99,2,2026-02-18
285,42,Sport Socks (5 pack),Apparel,14.99,3,2025-05-26
286,42,Coffee Maker,Home,49.99,3,2025-11-06
287,42,History of the World,Books,18.99,2,2024-11-20
288,43,History of the World,Books,18.99,3,2026-04-19
289,43,Leather Backpack,Apparel,79.99,3,2026-04-19
290,43,History of the World,Books,18.99,3,2026-06-04
291,43,"27"" Monitor",Electronics,249.99,1,2026-01-04
292,43,Business Strategy Guide,Books,24.99,3,2026-05-25
293,43,USB-C Hub,Electronics,39.99,2,2026-05-29
294,43,Python Programming Guide,Books,34.99,1,2026-01-25
295,43,Mystery Novel: Dark Woods,Books,12.99,2,2026-06-14
296,44,History of the World,Books,18.99,1,2026-03-05
297,44,Graphic T-Shirt,Apparel,19.99,1,2026-03-31
298,44,Smart Watch,Electronics,149.99,2,2026-03-12
299,44,History of the World,Books,18.99,1,2026-05-02
300,44,Scented Candle,Home,12.5,1,2026-05-16
301,44,Graphic T-Shirt,Apparel,19.99,2,2026-04-28
302,44,Sci-Fi Novel: The Stars,Books,14.99,3,2026-04-20
303,45,Sport Socks (5 pack),Apparel,14.99,1,2026-04-25
304,45,Ergonomic Chair,Home,189.99,1,2025-03-21
305,45,Smart Watch,Electronics,149.99,3,2026-02-07
306,45,Noise Cancelling Headphones,Electronics,199.99,2,2025-02-07
307,46,Smart Watch,Electronics,149.99,1,2026-04-25
308,46,Smart Thermostat,Home,129.99,1,2026-05-21
309,47,History of the World,Books,18.99,1,2025-03-14
310,47,Python Programming Guide,Books,34.99,2,2025-10-25
311,47,Running Shoes,Apparel,65.0,3,2025-08-22
312,47,Business Strategy Guide,Books,24.99,1,2026-06-18
313,47,Coffee Maker,Home,49.99,2,2025-05-22
314,47,Smart Thermostat,Home,129.99,2,2026-04-17
315,47,Smart Thermostat,Home,129.99,2,2025-10-01
316,48,History of the World,Books,18.99,3,2025-09-19
317,48,Desk Lamp,Home,29.99,2,2026-03-21
318,48,Data Science Handbook,Books,44.99,1,2025-05-08
319,48,"27"" Monitor",Electronics,249.99,2,2025-07-26
320,48,Leather Backpack,Apparel,79.99,3,2025-11-23
321,48,Python Programming Guide,Books,34.99,2,2025-07-25
322,48,Graphic T-Shirt,Apparel,19.99,2,2025-09-01
323,49,Ergonomic Chair,Home,189.99,1,2025-12-11
324,49,USB-C Hub,Electronics,39.99,2,2026-07-01
325,49,Python Programming Guide,Books,34.99,2,2026-04-10
326,49,Python Programming Guide,Books,34.99,1,2025-10-04
327,49,Leather Backpack,Apparel,79.99,1,2025-09-19
328,49,Desk Lamp,Home,29.99,2,2025-11-24
329,49,Mechanical Keyboard,Electronics,89.99,1,2025-08-02
330,49,Python Programming Guide,Books,34.99,3,2025-08-27
331,50,Water Bottle,Home,18.0,1,2026-07-14
332,50,Ergonomic Chair,Home,189.99,2,2025-05-10
333,50,Running Shoes,Apparel,65.0,3,2025-11-20
334,50,Business Strategy Guide,Books,24.99,1,2026-02-04
335,50,Scented Candle,Home,12.5,2,2026-04-06
336,50,Wireless Mouse,Electronics,29.99,3,2025-10-25
337,51,Running Shoes,Apparel,65.0,3,2025-06-17
338,51,Desk Lamp,Home,29.99,3,2026-06-17
339,51,Mechanical Keyboard,Electronics,89.99,2,2026-06-05
340,51,Coffee Maker,Home,49.99,2,2026-07-16
341,51,Graphic T-Shirt,Apparel,19.99,2,2025-08-30
342,51,"27"" Monitor",Electronics,249.99,3,2026-06-28
343,51,"27"" Monitor",Electronics,249.99,1,2025-07-12
344,51,Python Programming Guide,Books,34.99,1,2026-02-13
345,51,Sport Socks (5 pack),Apparel,14.99,3,2025-08-17
346,51,Smart Thermostat,Home,129.99,3,2025-05-29
347,51,Scented Candle,Home,12.5,2,2026-02-13
348,52,Desk Lamp,Home,29.99,2,2026-03-30
349,52,Python Programming Guide,Books,34.99,1,2026-04-30
350,53,Scented Candle,Home,12.5,3,2024-12-04
351,53,Noise Cancelling Headphones,Electronics,199.99,3,2024-11-20
352,53,Wireless Mouse,Electronics,29.99,3,2024-11-26
353,54,Desk Lamp,Home,29.99,1,2025-05-26
354,54,Smart Thermostat,Home,129.99,3,2025-10-26
355,54,History of the World,Books,18.99,3,2026-07-07
356,54,Coffee Maker,Home,49.99,2,2026-01-07
357,54,Noise Cancelling Headphones,Electronics,199.99,3,2026-06-12
358,54,History of the World,Books,18.99,3,2025-08-07
359,54,Mechanical Keyboard,Electronics,89.99,2,2026-04-21
360,54,Python Programming Guide,Books,34.99,1,2025-12-12
361,54,"27"" Monitor",Electronics,249.99,2,2025-08-02
362,54,History of the World,Books,18.99,3,2025-11-22
363,54,Scented Candle,Home,12.5,2,2026-03-25
364,54,Running Shoes,Apparel,65.0,2,2026-02-27
365,54,Smart Watch,Electronics,149.99,2,2025-09-20
366,54,"27"" Monitor",Electronics,249.99,3,2026-03-15
367,54,Desk Lamp,Home,29.99,3,2026-06-14
368,55,Leather Backpack,Apparel,79.99,2,2026-02-07
369,55,"27"" Monitor",Electronics,249.99,3,2026-06-24
370,55,Wireless Mouse,Electronics,29.99,2,2024-03-08
371,56,Water Bottle,Home,18.0,3,2026-02-13
372,56,Desk Lamp,Home,29.99,3,2025-08-07
373,56,Water Bottle,Home,18.0,3,2025-06-08
374,56,Smart Thermostat,Home,129.99,3,2025-02-11
375,57,Data Science Handbook,Books,44.99,2,2026-06-25
376,57,Running Shoes,Apparel,65.0,2,2026-06-26
377,57,Mystery Novel: Dark Woods,Books,12.99,3,2026-04-15
378,58,Sunglasses,Apparel,24.99,3,2024-09-07
379,58,USB-C Hub,Electronics,39.99,2,2025-07-07
380,59,Mechanical Keyboard,Electronics,89.99,2,2026-07-11
381,59,History of the World,Books,18.99,3,2026-04-21
382,59,Sci-Fi Novel: The Stars,Books,14.99,2,2026-07-11
383,59,Smart Thermostat,Home,129.99,3,2026-07-06
384,60,Denim Jacket,Apparel,55.0,3,2026-04-11
385,60,Scented Candle,Home,12.5,2,2025-10-27
386,61,Sunglasses,Apparel,24.99,1,2025-11-23
387,61,Mechanical Keyboard,Electronics,89.99,3,2026-01-30
388,61,Python Programming Guide,Books,34.99,3,2025-10-06
389,62,Smart Thermostat,Home,129.99,3,2026-07-02
390,62,Sci-Fi Novel: The Stars,Books,14.99,1,2026-05-20
391,62,Mystery Novel: Dark Woods,Books,12.99,2,2026-06-08
392,62,Business Strategy Guide,Books,24.99,1,2026-06-25
393,62,Sci-Fi Novel: The Stars,Books,14.99,1,2026-06-18
394,62,Desk Lamp,Home,29.99,1,2026-05-27
395,62,Scented Candle,Home,12.5,3,2026-05-30
396,62,Coffee Maker,Home,49.99,3,2026-05-27
397,63,Ergonomic Chair,Home,189.99,1,2025-07-14
398,63,Water Bottle,Home,18.0,2,2026-07-09
399,64,Coffee Maker,Home,49.99,1,2026-05-14
400,64,Noise Cancelling Headphones,Electronics,199.99,3,2026-06-14
401,64,Desk Lamp,Home,29.99,2,2026-05-04
402,64,Water Bottle,Home,18.0,3,2026-04-12
403,65,Leather Backpack,Apparel,79.99,1,2026-07-15
404,65,Sci-Fi Novel: The Stars,Books,14.99,2,2026-06-16
405,66,Mechanical Keyboard,Electronics,89.99,3,2025-12-20
406,66,Sport Socks (5 pack),Apparel,14.99,2,2025-10-13
407,66,Data Science Handbook,Books,44.99,1,2024-08-06
408,67,Leather Backpack,Apparel,79.99,1,2025-05-11
409,67,Noise Cancelling Headphones,Electronics,199.99,2,2025-04-05
410,68,Sport Socks (5 pack),Apparel,14.99,3,2024-10-16
411,68,Mechanical Keyboard,Electronics,89.99,3,2025-07-17
412,68,Mystery Novel: Dark Woods,Books,12.99,1,2025-08-14
413,68,Desk Lamp,Home,29.99,2,2026-01-14
414,68,"27"" Monitor",Electronics,249.99,3,2026-03-05
415,68,Ergonomic Chair,Home,189.99,3,2026-06-21
416,68,Leather Backpack,Apparel,79.99,1,2025-04-23
417,69,Smart Thermostat,Home,129.99,3,2023-11-29
418,69,Noise Cancelling Headphones,Electronics,199.99,1,2025-06-03
419,69,Graphic T-Shirt,Apparel,19.99,3,2025-12-19
420,69,Wireless Mouse,Electronics,29.99,3,2025-04-26
421,69,Noise Cancelling Headphones,Electronics,199.99,2,2024-07-18
422,70,Wireless Mouse,Electronics,29.99,3,2025-09-24
423,70,USB-C Hub,Electronics,39.99,1,2025-08-15
424,71,Scented Candle,Home,12.5,1,2025-12-28
425,71,Sport Socks (5 pack),Apparel,14.99,2,2025-09-22
426,71,Sunglasses,Apparel,24.99,2,2025-09-20
427,71,Leather Backpack,Apparel,79.99,1,2026-06-29
428,71,Sport Socks (5 pack),Apparel,14.99,3,2026-01-22
429,71,Scented Candle,Home,12.5,3,2025-09-09
430,71,Noise Cancelling Headphones,Electronics,199.99,1,2026-03-29
431,71,Sport Socks (5 pack),Apparel,14.99,1,2026-06-05
432,71,Business Strategy Guide,Books,24.99,1,2025-09-24
433,71,Water Bottle,Home,18.0,2,2025-10-31
434,72,Denim Jacket,Apparel,55.0,2,2026-05-26
435,72,USB-C Hub,Electronics,39.99,3,2026-01-14
436,72,Sunglasses,Apparel,24.99,3,2026-07-02
437,73,Wireless Mouse,Electronics,29.99,2,2026-05-23
438,73,Smart Thermostat,Home,129.99,2,2026-06-06
439,73,Business Strategy Guide,Books,24.99,1,2026-04-28
440,73,Data Science Handbook,Books,44.99,2,2026-05-25
441,73,"27"" Monitor",Electronics,249.99,1,2026-05-11
442,73,Coffee Maker,Home,49.99,1,2026-05-04
443,74,Sunglasses,Apparel,24.99,1,2025-12-11
444,74,Business Strategy Guide,Books,24.99,1,2025-10-13
445,74,Desk Lamp,Home,29.99,1,2025-03-30
446,74,Mechanical Keyboard,Electronics,89.99,3,2025-05-20
447,74,Sunglasses,Apparel,24.99,3,2025-06-07
448,74,Mystery Novel: Dark Woods,Books,12.99,3,2025-04-24
449,75,Sunglasses,Apparel,24.99,1,2026-03-02
450,75,Noise Cancelling Headphones,Electronics,199.99,2,2025-11-11
451,75,Scented Candle,Home,12.5,1,2026-07-08
452,75,USB-C Hub,Electronics,39.99,3,2026-07-11
453,75,Desk Lamp,Home,29.99,1,2025-08-29
454,75,Running Shoes,Apparel,65.0,1,2025-08-04
455,75,Sci-Fi Novel: The Stars,Books,14.99,3,2026-05-22
456,75,Smart Thermostat,Home,129.99,1,2026-04-11
457,75,Water Bottle,Home,18.0,2,2026-03-28
458,75,Desk Lamp,Home,29.99,1,2026-04-11
459,75,Leather Backpack,Apparel,79.99,1,2025-12-01
460,76,Denim Jacket,Apparel,55.0,2,2025-08-25
461,76,Wireless Mouse,Electronics,29.99,3,2025-12-15
